Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/TC_004/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-10-12 00:29:25,2020-10-12 00:29:26,1.067s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/TC_004/Page_CURA Healthcare Service/h2_Make Appointment""), 0)",Chrome 85.0.4183.121,,,2020-10-12 00:29:26,2020-10-12 00:29:26,0.405s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-10-12 00:29:26,2020-10-12 00:29:26,0.081s,PASSED
,,,,,,,
Test Cases/TC_005_LoginUserPassFail,Chrome 85.0.4183.121,,,2020-10-12 00:29:26,2020-10-12 00:29:34,7.865s,PASSED
"openBrowser("""")",Chrome 85.0.4183.121,,,2020-10-12 00:29:27,2020-10-12 00:29:27,0.669s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 85.0.4183.121,,,2020-10-12 00:29:27,2020-10-12 00:29:31,3.505s,PASSED
"click(findTestObject(""Object Repository/TC_005/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 85.0.4183.121,,,2020-10-12 00:29:31,2020-10-12 00:29:32,0.838s,PASSED
"setText(findTestObject(""Object Repository/TC_005/Page_CURA Healthcare Service/input_Username_username""), ""John qqq"")",Chrome 85.0.4183.121,,,2020-10-12 00:29:32,2020-10-12 00:29:32,0.799s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_005/Page_CURA Healthcare Service/input_Password_password""), ""tzH6RvlfSTg="")",Chrome 85.0.4183.121,,,2020-10-12 00:29:32,2020-10-12 00:29:33,0.411s,PASSED
"click(findTestObject(""Object Repository/TC_005/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-10-12 00:29:33,2020-10-12 00:29:34,1.023s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/TC_005/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""), 0)",Chrome 85.0.4183.121,,,2020-10-12 00:29:34,2020-10-12 00:29:34,0.404s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-10-12 00:29:34,2020-10-12 00:29:34,0.077s,PASSED
